1214|sale|duplex|322358.3924015949|woden_Valley|-35.2851529693698|149.15142692004906|TBD|4|2|0|2624|above|true
1272|rent|house|270.0713502071096|gungahlin|-35.237303152160294|149.08151949412436|TBD|3|1|0|2623|luton|false
1334|auction|duplex|447572.19579210924|majura|-35.31014819910356|149.09940542440015|TBD|1|1|1|2611|bolton|true
1892|rent|unit|166.06590281330955|gungahlin|-35.252248365814886|149.13072251744427|TBD|2|2|0|2628|lj_hooker|true
1959|sale|townhouse|244640.0941827997|jerrabomberra|-35.29421779984133|149.09949398132943|TBD|3|1|1|2620|mangolilly|false
1863|rent|townhouse|541.2098203966187|weston_Creek|-35.24056911821803|149.11164991181957|TBD|4|2|1|2624|jada|true
1888|rent|unit|196.0853086788565|weston_Creek|-35.2625868602004|149.15190548033183|TBD|3|1|0|2608|luton|false
1956|rent|flat|172.55769584824912|belconnen|-35.24760738919673|149.12040493243063|TBD|1|2|1|2602|strive|false
1010|sale|house|772838.1838092484|jerrabomberra|-35.31924481187699|149.14094566173182|TBD|4|2|0|2604|above|true
1058|auction|duplex|146508.82346424722|majura|-35.32125909863352|149.13887971115537|TBD|5|1|1|2611|luton|true
1103|rent|flat|229.80611343387395|city|-35.25981014506698|149.16238282098843|TBD|3|2|1|2614|mangolilly|false
1203|share|duplex|324.53009775059604|majura|-35.2420546067538|149.10096899603212|TBD|2|1|1|2612|luton|true
1536|sale|flat|486417.8513091981|weston_Creek|-35.25831018001486|149.08711179918083|TBD|2|1|1|2616|uniGardens|false
1467|auction|house|189313.90402244948|tuggeranong|-35.31484029676158|149.1747330710129|TBD|1|2|0|2622|bolton|true
1362|share|duplex|398.08810515550636|jerrabomberra|-35.24301704069214|149.15655833898205|TBD|1|2|0|2606|badenoch|false
1491|rent|townhouse|322.4709470777251|gungahlin|-35.285264460549215|149.1667795923572|TBD|4|1|0|2619|mangolilly|true
1971|rent|duplex|459.18872979498127|majura|-35.29763476252694|149.16639939199234|TBD|2|1|0|2621|veriton|false
1631|sale|house|941524.5187567341|molonglo_Valley|-35.23604189422655|149.17700408210186|TBD|3|2|1|2605|lj_hooker|true
1347|sale|house|739344.9487891301|city|-35.28807568959602|149.10519207284838|TBD|2|1|0|2617|veriton|false
1516|auction|house|110793.30512185175|jerrabomberra|-35.259888272969064|149.0987910899705|TBD|1|1|0|2614|above|true
1594|sale|flat|517072.9192287845|jerrabomberra|-35.29947514816319|149.1052835367589|TBD|5|1|0|2624|unilodge|false
1744|sale|house|585152.6665782926|jerrabomberra|-35.28406278357731|149.0945617863958|TBD|5|1|1|2600|smart_home_creation|true
1210|share|unit|592.4730482693258|tuggeranong|-35.27605765406962|149.1226847987385|TBD|1|2|1|2611|unilodge|false
1420|auction|flat|308451.0913596691|belconnen|-35.30967172489681|149.11633081302026|TBD|4|2|1|2607|rayWhite|false
1325|rent|apartment|214.22868985278862|city|-35.29769487158889|149.08752614805942|TBD|5|1|0|2611|harcourts|false
1413|share|apartment|315.1742336847219|city|-35.27172536370801|149.14925521167194|TBD|4|2|1|2607|smart_home_creation|false
1335|auction|house|799892.7447281069|jerrabomberra|-35.3153623361133|149.16456985335938|TBD|2|2|1|2620|harcourts|false
1415|sale|unit|653056.5079136648|tuggeranong|-35.264071069039844|149.0962886163395|TBD|4|1|0|2612|bolton|true
1378|rent|house|249.55548245677295|molonglo_Valley|-35.308580491655384|149.16301181439135|TBD|4|2|0|2605|lj_hooker|true
1615|sale|house|506681.7905565809|majura|-35.329833691963145|149.08634246413013|TBD|1|1|0|2610|unilodge|false
1816|auction|townhouse|105719.52414458843|molonglo_Valley|-35.26103431742107|149.1347926821747|TBD|5|2|1|2629|unilodge|false
1020|sale|unit|642735.5587240404|city|-35.26652403632667|149.1624631207992|TBD|4|2|1|2603|badenoch|true
1532|sale|duplex|226383.60543329624|jerrabomberra|-35.23689694383198|149.14364492068157|TBD|4|1|0|2607|luton|false
1836|auction|apartment|880809.3668424106|tuggeranong|-35.270651740531235|149.14823512630062|TBD|3|1|0|2619|unilodge|true
1603|share|house|238.236625629909|majura|-35.29800435500901|149.10774686635048|TBD|2|1|1|2600|strive|true
1267|rent|flat|352.99880963394105|city|-35.235186535334485|149.0809902304021|TBD|4|1|0|2626|jada|true
1257|share|flat|295.41638422391895|jerrabomberra|-35.29191850520008|149.09088180596862|TBD|2|1|1|2614|action_advantage|true
1616|sale|duplex|317893.5952897559|gungahlin|-35.28263021095479|149.11539501832073|TBD|2|2|1|2618|smart_home_creation|false
1336|share|house|557.8849225362463|jerrabomberra|-35.329504671355814|149.13172952172525|TBD|2|2|0|2604|mountain|false
1970|rent|house|691.1012972376692|weston_Creek|-35.296168444130366|149.17786953447035|TBD|1|2|1|2613|action_advantage|true
1260|auction|flat|456650.4432329193|gungahlin|-35.32825562443432|149.14638004535823|TBD|2|1|0|2600|harcourts|false
1159|auction|flat|513645.3444689363|weston_Creek|-35.331784050716145|149.16792272318196|TBD|3|2|0|2613|smart_home_creation|true
1079|share|apartment|104.69667128751384|belconnen|-35.266397115840334|149.1191437198798|TBD|5|1|0|2606|mountain|true
1514|sale|unit|223638.6826693149|woden_Valley|-35.32623576105848|149.1430323841691|TBD|1|2|1|2621|lj_hooker|false
1235|sale|townhouse|424344.37537983037|majura|-35.29879933453228|149.1474314761296|TBD|3|1|0|2629|unilodge|true
1271|rent|house|361.5452334809381|woden_Valley|-35.251111512015996|149.17209762495517|TBD|5|1|0|2602|above|true
1842|auction|house|263577.2832052191|majura|-35.23383101075723|149.1560127404136|TBD|1|2|0|2623|smart_home_creation|false
1768|sale|duplex|478563.9834530938|belconnen|-35.280466614915326|149.10085359502528|TBD|3|2|0|2603|rayWhite|false
1763|rent|house|650.3197472595997|woden_Valley|-35.23715257563663|149.09328573892176|TBD|5|1|1|2629|veriton|false
1246|auction|unit|545864.2325137524|tuggeranong|-35.24775596302732|149.09936552013005|TBD|2|1|1|2604|above|true
1142|auction|townhouse|289081.20399305027|woden_Valley|-35.294511234553816|149.1111216217027|TBD|5|2|0|2605|luton|true
1916|sale|unit|780013.3185355953|woden_Valley|-35.30331313668243|149.14084500302485|TBD|1|2|1|2602|strive|false
1356|share|house|495.71580894011686|belconnen|-35.23719320297019|149.15237926083321|TBD|1|2|0|2629|uniGardens|false
1581|auction|house|790346.7437058616|gungahlin|-35.243586831197625|149.10957456639696|TBD|2|2|0|2619|strive|true
1287|share|townhouse|189.55299690782337|molonglo_Valley|-35.326616358716834|149.1345851111167|TBD|1|1|0|2614|jada|false
1268|sale|house|102445.42833414797|gungahlin|-35.29897992178634|149.14265901285023|TBD|4|2|1|2623|veriton|false
1565|auction|unit|437279.2572770857|weston_Creek|-35.26026281728506|149.14932191010598|TBD|4|1|0|2610|action_advantage|false
1545|rent|house|149.21975300632658|city|-35.271355297643716|149.10188946052844|TBD|1|2|0|2624|badenoch|false
1125|auction|townhouse|265613.6671808458|city|-35.33019046622228|149.08444353780732|TBD|3|2|0|2625|rayWhite|true
1474|auction|duplex|738183.0417658339|majura|-35.316082477018924|149.09821703741352|TBD|3|1|1|2627|mountain|true
1950|share|apartment|175.76588439190598|belconnen|-35.32308600581621|149.1639387141196|TBD|2|1|0|2602|rayWhite|false
1215|sale|townhouse|514056.7100302793|weston_Creek|-35.299719805510016|149.10853308284698|TBD|5|2|1|2612|mangolilly|true
1534|rent|townhouse|668.6753528539517|gungahlin|-35.2720500003878|149.13876509647324|TBD|3|2|0|2606|smart_home_creation|true
1561|rent|unit|310.2957312715971|belconnen|-35.31722992397575|149.1547620639082|TBD|1|1|1|2604|lj_hooker|true
1907|sale|house|271068.13241389545|gungahlin|-35.266319040656526|149.1360200019633|TBD|5|1|1|2616|unilodge|false
1150|sale|unit|418907.1198669084|majura|-35.26188102761409|149.10078719130072|TBD|2|1|1|2616|unilodge|false
1155|rent|duplex|425.9227993456592|weston_Creek|-35.26131172003047|149.16460431728643|TBD|4|1|1|2614|mountain|false
1803|auction|house|578550.3678690619|belconnen|-35.30485155199252|149.13674924825995|TBD|3|2|0|2602|above|true
1278|rent|flat|655.5299950170436|city|-35.23233302720196|149.14717564252288|TBD|4|1|0|2625|luton|false
1437|sale|unit|262136.38371716748|woden_Valley|-35.28693745151371|149.13705072574044|TBD|2|2|1|2609|unilodge|true
1960|share|apartment|167.32721070733885|molonglo_Valley|-35.319301980311145|149.11704764295305|TBD|4|2|1|2616|jada|true
1852|share|flat|364.77719965062016|tuggeranong|-35.264920709927814|149.16849769816173|TBD|4|2|1|2600|above|false
1333|sale|duplex|703231.7765008355|jerrabomberra|-35.23245229089563|149.16331807032154|TBD|5|2|1|2611|rayWhite|false
1728|share|townhouse|153.5421915642759|tuggeranong|-35.312947161066624|149.14286154799223|TBD|4|1|1|2627|smart_home_creation|false
1138|rent|duplex|496.46494147760126|belconnen|-35.322238804241174|149.07920918973326|TBD|1|1|0|2613|action_advantage|true
1624|share|house|277.39442766491175|tuggeranong|-35.280034371843335|149.12535093985448|TBD|4|1|0|2621|veriton|false
1741|rent|house|509.4088175313433|molonglo_Valley|-35.271629852658265|149.1021699238851|TBD|5|1|1|2622|uniGardens|true
1627|sale|duplex|552467.7755380771|majura|-35.27012639611051|149.11834532038267|TBD|5|2|1|2604|harcourts|false
1030|sale|duplex|911870.9941489815|woden_Valley|-35.30460477273054|149.17672124908813|TBD|2|1|1|2614|jada|false
1699|share|house|518.7374845095271|gungahlin|-35.23353280448879|149.15898377234973|TBD|5|1|1|2617|smart_home_creation|false
1996|share|unit|436.2235003085159|majura|-35.32806659733158|149.0999758538199|TBD|4|2|1|2617|rayWhite|true
1330|share|flat|110.80683410949533|belconnen|-35.273984067124495|149.09864318515918|TBD|1|2|0|2621|action_advantage|true
1947|auction|unit|882502.1282007151|belconnen|-35.31444538883038|149.17221490881153|TBD|3|2|0|2621|above|false
1797|rent|unit|128.75508176733138|gungahlin|-35.26155701415529|149.17472414872606|TBD|4|2|1|2604|harcourts|false
1381|auction|townhouse|865900.2256505653|gungahlin|-35.329858983288084|149.15464504496114|TBD|4|1|0|2625|badenoch|false
1518|auction|flat|589816.3734503258|weston_Creek|-35.252731182022|149.14238052458614|TBD|5|2|1|2617|action_advantage|false
1928|share|townhouse|574.3977891845077|majura|-35.308741186419496|149.12101616296255|TBD|5|1|0|2615|above|true
1707|sale|townhouse|420125.9972469379|belconnen|-35.25498139885938|149.08695599080602|TBD|3|1|0|2611|above|false
2000|auction|house|498296.5683773678|city|-35.243438402168536|149.1046828575527|TBD|5|2|0|2613|mangolilly|true
1312|sale|house|340284.1932654828|gungahlin|-35.29327226542044|149.1330696327389|TBD|3|1|0|2613|badenoch|false
1949|rent|unit|229.89162929372463|jerrabomberra|-35.247905301699184|149.10531164840162|TBD|3|1|0|2617|luton|true
1051|rent|apartment|145.67255698052062|majura|-35.25089983180988|149.15115124436562|TBD|2|2|0|2617|bolton|false
1777|sale|duplex|682547.2075705524|gungahlin|-35.321704655597934|149.1112025157224|TBD|4|1|0|2617|uniGardens|true
1308|rent|unit|411.961252998488|belconnen|-35.290507905740775|149.0799124765018|TBD|3|2|0|2600|harcourts|false
1932|share|unit|422.89454129912275|city|-35.25595604741986|149.0812659285186|TBD|5|2|0|2615|action_advantage|false
1377|rent|unit|111.38611716359661|weston_Creek|-35.29392037603717|149.1778980412256|TBD|1|2|0|2622|smart_home_creation|false
1523|auction|house|561174.4556564031|molonglo_Valley|-35.27943427543501|149.16052197360486|TBD|4|2|1|2621|veriton|false
1552|share|apartment|312.11383936052965|woden_Valley|-35.306814835539804|149.07922083644715|TBD|4|1|0|2605|smart_home_creation|true
1075|rent|unit|223.2118748544653|jerrabomberra|-35.303411779424614|149.17201905453067|TBD|2|2|1|2602|bolton|false
1630|share|duplex|613.4601636494288|majura|-35.234199848366124|149.08109169546026|TBD|4|2|1|2625|rayWhite|false
1390|rent|flat|218.71032550290732|woden_Valley|-35.32667878323332|149.17139917542983|TBD|4|2|0|2615|lj_hooker|true
1891|share|unit|643.6968920113832|majura|-35.24681341995257|149.0947756994415|TBD|4|1|0|2620|luton|true
1198|auction|house|821975.3943604858|jerrabomberra|-35.24798136784333|149.17783332650052|TBD|3|1|0|2610|strive|true
1988|share|apartment|576.6700600385453|tuggeranong|-35.29968337056442|149.10855992127287|TBD|4|2|1|2610|mangolilly|false
1044|auction|unit|863706.5103534376|belconnen|-35.242238633706286|149.1220929922862|TBD|1|2|1|2624|above|true
1162|rent|house|397.79465047593544|molonglo_Valley|-35.24729346939434|149.14954241244766|TBD|1|1|1|2611|mountain|true
1116|share|apartment|539.2925077531588|city|-35.27513455192202|149.08229278868873|TBD|4|1|1|2628|smart_home_creation|true
1161|share|townhouse|662.4590444920088|gungahlin|-35.26083268927424|149.0997711629682|TBD|4|1|1|2625|above|false
1314|share|unit|173.01409830292525|majura|-35.278318223423796|149.11864110619007|TBD|3|2|1|2615|strive|false
1342|sale|townhouse|550626.7080687527|woden_Valley|-35.27451432098829|149.09049440994568|TBD|2|1|1|2621|luton|true
1311|sale|duplex|284714.5591203957|city|-35.28968316693034|149.12977653231843|TBD|3|2|0|2628|above|false
1791|sale|flat|696923.5242514163|city|-35.314136746843204|149.1555537827263|TBD|1|2|0|2603|lj_hooker|false
1604|sale|apartment|368204.96790896053|weston_Creek|-35.29323703611695|149.0832303420085|TBD|5|2|0|2617|mangolilly|false
1610|auction|house|991512.1350575796|majura|-35.30467815789851|149.13264230526747|TBD|3|1|1|2625|mangolilly|false
1943|share|duplex|175.75409272905577|belconnen|-35.308469986341066|149.15352929155324|TBD|5|2|0|2608|uniGardens|false
1109|share|duplex|258.69062340625146|gungahlin|-35.33132311102262|149.16146868617125|TBD|4|1|0|2607|bolton|true
1231|rent|house|432.39106002132723|city|-35.259992167409514|149.158521234944|TBD|5|1|1|2616|action_advantage|false
1757|rent|townhouse|483.1474765618576|weston_Creek|-35.31580493334773|149.0958600467094|TBD|5|2|0|2629|lj_hooker|true
1574|rent|townhouse|319.2022952520254|city|-35.24608572554652|149.0896258048735|TBD|4|1|0|2600|smart_home_creation|false
1062|auction|unit|512331.0479384953|weston_Creek|-35.30352544536744|149.17636762101685|TBD|3|1|1|2613|harcourts|false
1303|auction|duplex|205187.07548276597|tuggeranong|-35.26315473412957|149.09793429582163|TBD|5|1|0|2607|badenoch|true
1819|rent|townhouse|403.2288345247217|molonglo_Valley|-35.3157536485204|149.14312329844563|TBD|2|1|1|2628|mountain|false
1069|share|flat|553.0495637352569|woden_Valley|-35.26613749302313|149.10971792465867|TBD|2|1|1|2601|harcourts|false
1469|share|flat|540.9325131850205|molonglo_Valley|-35.297767600918625|149.09232136061812|TBD|4|2|0|2613|above|true
1066|auction|unit|106713.29337619555|belconnen|-35.26260676551879|149.13344963035868|TBD|1|2|0|2602|mountain|false
1634|sale|apartment|663532.6656233771|belconnen|-35.252555460364995|149.1426614433138|TBD|1|1|0|2604|luton|true
1475|sale|townhouse|331042.05023386586|majura|-35.276093205843736|149.13450577072857|TBD|3|2|1|2612|veriton|true
1196|sale|duplex|802351.4017210488|gungahlin|-35.276221079391505|149.08513722279497|TBD|3|1|0|2612|uniGardens|true
1038|sale|townhouse|206480.1759238532|city|-35.2993777872841|149.09675375781384|TBD|5|1|0|2603|strive|false
1875|sale|townhouse|519627.0687330212|belconnen|-35.31702310599882|149.10522905060012|TBD|4|1|1|2608|veriton|false
1637|share|apartment|347.1781847229861|weston_Creek|-35.28059600168238|149.11693365139675|TBD|3|2|0|2610|mountain|true
1613|share|duplex|314.8936607048404|belconnen|-35.237713652971905|149.1777933954391|TBD|2|2|1|2612|mountain|false
1846|rent|flat|125.58133844843672|woden_Valley|-35.302671109605775|149.0901585192536|TBD|3|2|1|2605|above|false
1559|sale|duplex|135897.15214859298|tuggeranong|-35.31071486951505|149.1778781646036|TBD|4|1|1|2618|mangolilly|true
1878|sale|townhouse|373406.61321365973|woden_Valley|-35.304981263135836|149.13394273005724|TBD|2|2|1|2615|badenoch|false
1912|share|townhouse|122.90857715489507|gungahlin|-35.268558772085015|149.08683051294892|TBD|2|2|1|2614|luton|false
1484|auction|unit|823237.1316007074|jerrabomberra|-35.278245342936344|149.15481002165632|TBD|3|1|0|2604|jada|false
1834|sale|unit|571637.9901680378|majura|-35.32621759596196|149.1255888130001|TBD|1|1|1|2609|harcourts|false
1653|share|unit|408.0993277110266|molonglo_Valley|-35.297074416827066|149.14337841541987|TBD|1|2|0|2608|lj_hooker|false
1101|sale|unit|224614.96986738194|belconnen|-35.27477866044893|149.08261032498902|TBD|5|2|0|2616|mountain|true
1289|sale|duplex|539709.9728101485|weston_Creek|-35.24442285846806|149.16539880921232|TBD|1|2|0|2618|mountain|false
1887|share|duplex|138.11013397203612|belconnen|-35.291939806884166|149.10782980065272|TBD|4|2|0|2600|badenoch|false
1296|rent|flat|686.44405717093|gungahlin|-35.25769053117029|149.17322656581786|TBD|4|2|1|2617|badenoch|false
1720|auction|duplex|422262.06162840297|jerrabomberra|-35.24633997482449|149.15624853069107|TBD|3|2|1|2619|smart_home_creation|false
1470|sale|unit|268269.7795810766|tuggeranong|-35.313381502210774|149.1624930571076|TBD|3|2|1|2615|rayWhite|false
1667|sale|duplex|304460.2025704181|woden_Valley|-35.25989048346796|149.0986745271103|TBD|5|2|0|2614|veriton|true
1964|sale|apartment|841229.7190397634|belconnen|-35.245880360131615|149.11235639563182|TBD|3|2|0|2609|jada|true
1174|sale|duplex|282815.70559656585|weston_Creek|-35.26001654521318|149.14852065197343|TBD|4|2|0|2618|above|true
1883|share|flat|599.996741846249|majura|-35.24554658042039|149.16466355629152|TBD|2|1|1|2614|bolton|false
1252|auction|townhouse|671415.6259091595|city|-35.29436358407209|149.14185889581879|TBD|3|1|1|2602|bolton|false
1934|rent|house|228.6745369181208|weston_Creek|-35.313776506002796|149.11274823521336|TBD|4|1|1|2602|unilodge|false
1682|sale|flat|450648.5068918268|tuggeranong|-35.29017698358943|149.13022224302296|TBD|2|2|0|2615|mangolilly|false
1428|share|apartment|551.990149502084|belconnen|-35.31738657452727|149.1375792013511|TBD|5|2|0|2624|mangolilly|false
1920|auction|townhouse|565819.5833552851|molonglo_Valley|-35.24834811727371|149.11661833730582|TBD|4|2|0|2612|strive|true
1385|sale|house|157055.34548455145|weston_Creek|-35.27392935096485|149.13046150628304|TBD|1|1|0|2600|strive|true
1146|rent|unit|339.4646229704092|molonglo_Valley|-35.245674394684315|149.10078674369592|TBD|4|1|0|2621|luton|false
1180|rent|duplex|623.0658610125255|city|-35.258884557902746|149.1194080816369|TBD|2|2|0|2621|lj_hooker|true
1903|share|duplex|455.9207486267774|molonglo_Valley|-35.24867699096759|149.12200462024902|TBD|5|2|1|2622|badenoch|false
1431|rent|flat|240.28392703785644|majura|-35.2344220095196|149.0910680725848|TBD|2|2|0|2608|strive|true
1696|share|house|512.0968283124814|weston_Creek|-35.29997609674746|149.10662584353167|TBD|5|1|0|2625|above|false
1185|auction|apartment|432330.2338240771|weston_Creek|-35.323745469352005|149.10905210674218|TBD|1|2|1|2611|luton|false
1081|auction|apartment|526973.6918083094|city|-35.31476470750844|149.11283022572667|TBD|2|1|1|2610|unilodge|false
1730|sale|townhouse|560477.5881195557|jerrabomberra|-35.24485179263342|149.1448096899819|TBD|4|2|0|2617|mangolilly|true
1160|share|flat|663.8587745525916|gungahlin|-35.281896238449214|149.15838551455343|TBD|4|2|1|2619|above|false
1542|auction|apartment|928013.3778575094|woden_Valley|-35.25950477539982|149.12771819837408|TBD|4|2|1|2604|mountain|true
1090|sale|flat|256155.4430725299|gungahlin|-35.31598219649487|149.11116673122626|TBD|2|2|0|2612|above|true
1942|share|unit|278.60998557231403|jerrabomberra|-35.313078674241176|149.12061795001708|TBD|4|1|0|2608|veriton|true
1086|auction|flat|245279.65487238954|tuggeranong|-35.29958257899348|149.15041144982544|TBD|2|1|0|2626|bolton|true
1197|auction|duplex|782441.9827510178|molonglo_Valley|-35.26255112759987|149.16325384975136|TBD|3|2|0|2623|strive|true
1927|sale|flat|713132.4880017265|tuggeranong|-35.29230055192415|149.11613911645696|TBD|5|2|1|2610|smart_home_creation|false
1931|rent|flat|370.306632652992|jerrabomberra|-35.267386558453126|149.1112067262231|TBD|2|1|1|2601|above|false
1521|sale|flat|961457.6673657002|woden_Valley|-35.25772146891151|149.13468943028815|TBD|1|2|0|2605|action_advantage|true
1544|auction|duplex|592926.3564747936|weston_Creek|-35.26887776384862|149.13668886076056|TBD|3|2|0|2613|bolton|false
1568|auction|duplex|983523.876195838|gungahlin|-35.27778926137002|149.10093016303964|TBD|1|1|0|2612|rayWhite|true
1463|sale|townhouse|738733.5086703778|city|-35.31446914982761|149.17844902326365|TBD|3|2|1|2616|mountain|true
1282|sale|duplex|312833.7082154766|weston_Creek|-35.286497575451534|149.10575585043892|TBD|2|2|1|2603|badenoch|true
1411|share|townhouse|151.418321367732|belconnen|-35.254985736262476|149.08067040059802|TBD|1|2|1|2619|luton|false
1063|share|flat|693.513774263354|weston_Creek|-35.26548760482549|149.13085259407552|TBD|2|1|0|2613|bolton|false
1059|sale|house|219185.3237771783|belconnen|-35.27886366788835|149.10955722311348|TBD|2|2|1|2621|bolton|false
1115|auction|duplex|577399.4680339261|tuggeranong|-35.25298679032977|149.16492292365106|TBD|1|2|0|2620|strive|true
1562|share|unit|614.1755431089983|woden_Valley|-35.28330503445167|149.11757241101319|TBD|2|1|0|2627|lj_hooker|false
1660|auction|flat|577049.3984530696|molonglo_Valley|-35.25145644085622|149.1018370485103|TBD|5|1|0|2601|uniGardens|false
1817|rent|unit|306.9352053266759|tuggeranong|-35.28634813094049|149.12764348588414|TBD|5|1|1|2610|jada|true
1373|sale|unit|391653.78465512296|belconnen|-35.2946596413155|149.12179949207106|TBD|1|2|1|2620|bolton|true
1449|auction|townhouse|821990.9198854443|jerrabomberra|-35.33061950476693|149.09585815372665|TBD|5|1|0|2622|mountain|false
1845|auction|unit|371710.52777738025|city|-35.30392758838405|149.08510029116934|TBD|1|1|0|2608|above|true
1497|rent|apartment|494.00522710721503|gungahlin|-35.29980000096033|149.16779241489846|TBD|2|1|0|2601|harcourts|true
1229|rent|house|459.79776074839947|city|-35.28050874371478|149.10208828800268|TBD|1|1|0|2600|jada|false
1835|share|house|425.54688844860766|molonglo_Valley|-35.23488587794558|149.17166451983877|TBD|2|2|0|2605|harcourts|false
1519|rent|flat|283.8793423452745|majura|-35.251192568678256|149.13749090866756|TBD|3|1|0|2602|smart_home_creation|true
1471|rent|duplex|298.38315076792946|city|-35.28422586406781|149.13793219830544|TBD|5|1|1|2621|lj_hooker|true
1222|rent|flat|475.86266814592733|gungahlin|-35.30903793197592|149.16508294989646|TBD|1|2|0|2624|above|false
1024|sale|townhouse|609173.1772720806|molonglo_Valley|-35.26705394787031|149.1273227305264|TBD|5|2|0|2606|bolton|false
1095|rent|flat|421.89543772671095|molonglo_Valley|-35.296527180946505|149.09118737490323|TBD|4|2|0|2628|badenoch|true
1796|sale|townhouse|739763.2691544339|majura|-35.28999803871509|149.17523890041457|TBD|5|1|1|2604|luton|false
1799|auction|unit|705928.2052567574|woden_Valley|-35.284913923595724|149.13804088689966|TBD|3|1|1|2616|action_advantage|false
1923|share|flat|104.54471682377147|belconnen|-35.235351846669765|149.11513111128082|TBD|3|1|1|2628|uniGardens|false
1324|auction|flat|725973.0047272248|tuggeranong|-35.248110320984985|149.1583169026597|TBD|4|2|0|2602|veriton|false
1072|share|duplex|569.7139795055639|tuggeranong|-35.26741476481944|149.1717276448868|TBD|1|1|0|2629|veriton|true
1148|auction|duplex|354363.0883548848|weston_Creek|-35.29003191603654|149.09840535957065|TBD|3|1|0|2603|smart_home_creation|true
1644|share|duplex|575.2393292384438|gungahlin|-35.31638941503544|149.16082654717357|TBD|2|1|1|2603|strive|true
1981|auction|duplex|434466.2205587256|molonglo_Valley|-35.29774374560026|149.08995084074456|TBD|4|1|0|2620|smart_home_creation|true
1520|rent|house|366.30690609395396|belconnen|-35.31089657328472|149.10762666332695|TBD|3|1|0|2614|above|true
1204|sale|apartment|316108.85740842257|majura|-35.31980789883312|149.10413252109666|TBD|2|2|1|2611|bolton|true
1501|share|unit|360.6952613953267|city|-35.289823185960046|149.16552443365768|TBD|1|1|1|2624|uniGardens|true
1263|rent|duplex|287.0524907412962|tuggeranong|-35.286213307416745|149.11965115703248|TBD|1|2|1|2629|badenoch|true
1280|sale|townhouse|324627.77014854236|woden_Valley|-35.28175106702015|149.14310995508407|TBD|2|2|0|2625|unilodge|true
1292|rent|townhouse|644.7206803878222|gungahlin|-35.25548831853449|149.15401191862756|TBD|4|2|0|2628|action_advantage|false
1733|sale|house|203631.79774121364|tuggeranong|-35.299811775820245|149.09871122055324|TBD|3|2|1|2618|lj_hooker|false
